serie_folder	set_folder	branch_name	card_count	path_count	paths_json	serie_id	set_id	pr_status	pr_url
Scarlet & Violet	Paldea Evolved	pr/Scarlet-Violet-Paldea-Evolved	3	3	["data/Scarlet & Violet/Paldea Evolved/189.ts", "data/Scarlet & Violet/Paldea Evolved/192.ts", "data/Scarlet & Violet/Paldea Evolved/277.ts"]	sv	sv02	pending	
Scarlet & Violet	Paldean Fates	pr/Scarlet-Violet-Paldean-Fates	1	1	["data/Scarlet & Violet/Paldean Fates/091.ts"]	sv	sv04.5	pending	
Scarlet & Violet	Paradox Rift	pr/Scarlet-Violet-Paradox-Rift	4	4	["data/Scarlet & Violet/Paradox Rift/160.ts", "data/Scarlet & Violet/Paradox Rift/180.ts", "data/Scarlet & Violet/Paradox Rift/264.ts", "data/Scarlet & Violet/Paradox Rift/266.ts"]	sv	sv04	pending	
Scarlet & Violet	Prismatic Evolutions	pr/Scarlet-Violet-Prismatic-Evolutions	11	11	["data/Scarlet & Violet/Prismatic Evolutions/094.ts", "data/Scarlet & Violet/Prismatic Evolutions/100.ts", "data/Scarlet & Violet/Prismatic Evolutions/103.ts", "data/Scarlet & Violet/Prismatic Evolutions/106.ts", "data/Scarlet & Violet/Prismatic Evolutions/110.ts", "data/Scarlet & Violet/Prismatic Evolutions/113.ts", "data/Scarlet & Violet/Prismatic Evolutions/130.ts", "data/Scarlet & Violet/Prismatic Evolutions/133.ts", "data/Scarlet & Violet/Prismatic Evolutions/134.ts", "data/Scarlet & Violet/Prismatic Evolutions/140.ts", "data/Scarlet & Violet/Prismatic Evolutions/174.ts"]	sv	sv08.5	pending	
Scarlet & Violet	SVP Black Star Promos	pr/Scarlet-Violet-SVP-Black-Star-Promos	226	226	["data/Scarlet & Violet/SVP Black Star Promos/001.ts", "data/Scarlet & Violet/SVP Black Star Promos/002.ts", "data/Scarlet & Violet/SVP Black Star Promos/003.ts", "data/Scarlet & Violet/SVP Black Star Promos/004.ts", "data/Scarlet & Violet/SVP Black Star Promos/005.ts", "data/Scarlet & Violet/SVP Black Star Promos/006.ts", "data/Scarlet & Violet/SVP Black Star Promos/007.ts", "data/Scarlet & Violet/SVP Black Star Promos/008.ts", "data/Scarlet & Violet/SVP Black Star Promos/009.ts", "data/Scarlet & Violet/SVP Black Star Promos/010.ts", "data/Scarlet & Violet/SVP Black Star Promos/011.ts", "data/Scarlet & Violet/SVP Black Star Promos/012.ts", "data/Scarlet & Violet/SVP Black Star Promos/013.ts", "data/Scarlet & Violet/SVP Black Star Promos/014.ts", "data/Scarlet & Violet/SVP Black Star Promos/015.ts", "data/Scarlet & Violet/SVP Black Star Promos/016.ts", "data/Scarlet & Violet/SVP Black Star Promos/017.ts", "data/Scarlet & Violet/SVP Black Star Promos/018.ts", "data/Scarlet & Violet/SVP Black Star Promos/019.ts", "data/Scarlet & Violet/SVP Black Star Promos/020.ts", "data/Scarlet & Violet/SVP Black Star Promos/021.ts", "data/Scarlet & Violet/SVP Black Star Promos/022.ts", "data/Scarlet & Violet/SVP Black Star Promos/023.ts", "data/Scarlet & Violet/SVP Black Star Promos/024.ts", "data/Scarlet & Violet/SVP Black Star Promos/025.ts", "data/Scarlet & Violet/SVP Black Star Promos/026.ts", "data/Scarlet & Violet/SVP Black Star Promos/027.ts", "data/Scarlet & Violet/SVP Black Star Promos/028.ts", "data/Scarlet & Violet/SVP Black Star Promos/029.ts", "data/Scarlet & Violet/SVP Black Star Promos/030.ts", "data/Scarlet & Violet/SVP Black Star Promos/031.ts", "data/Scarlet & Violet/SVP Black Star Promos/032.ts", "data/Scarlet & Violet/SVP Black Star Promos/033.ts", "data/Scarlet & Violet/SVP Black Star Promos/034.ts", "data/Scarlet & Violet/SVP Black Star Promos/035.ts", "data/Scarlet & Violet/SVP Black Star Promos/036.ts", "data/Scarlet & Violet/SVP Black Star Promos/037.ts", "data/Scarlet & Violet/SVP Black Star Promos/038.ts", "data/Scarlet & Violet/SVP Black Star Promos/039.ts", "data/Scarlet & Violet/SVP Black Star Promos/040.ts", "data/Scarlet & Violet/SVP Black Star Promos/041.ts", "data/Scarlet & Violet/SVP Black Star Promos/042.ts", "data/Scarlet & Violet/SVP Black Star Promos/043.ts", "data/Scarlet & Violet/SVP Black Star Promos/044.ts", "data/Scarlet & Violet/SVP Black Star Promos/045.ts", "data/Scarlet & Violet/SVP Black Star Promos/046.ts", "data/Scarlet & Violet/SVP Black Star Promos/047.ts", "data/Scarlet & Violet/SVP Black Star Promos/048.ts", "data/Scarlet & Violet/SVP Black Star Promos/049.ts", "data/Scarlet & Violet/SVP Black Star Promos/050.ts", "data/Scarlet & Violet/SVP Black Star Promos/051.ts", "data/Scarlet & Violet/SVP Black Star Promos/052.ts", "data/Scarlet & Violet/SVP Black Star Promos/053.ts", "data/Scarlet & Violet/SVP Black Star Promos/054.ts", "data/Scarlet & Violet/SVP Black Star Promos/055.ts", "data/Scarlet & Violet/SVP Black Star Promos/056.ts", "data/Scarlet & Violet/SVP Black Star Promos/057.ts", "data/Scarlet & Violet/SVP Black Star Promos/058.ts", "data/Scarlet & Violet/SVP Black Star Promos/059.ts", "data/Scarlet & Violet/SVP Black Star Promos/060.ts", "data/Scarlet & Violet/SVP Black Star Promos/061.ts", "data/Scarlet & Violet/SVP Black Star Promos/062.ts", "data/Scarlet & Violet/SVP Black Star Promos/063.ts", "data/Scarlet & Violet/SVP Black Star Promos/064.ts", "data/Scarlet & Violet/SVP Black Star Promos/065.ts", "data/Scarlet & Violet/SVP Black Star Promos/066.ts", "data/Scarlet & Violet/SVP Black Star Promos/067.ts", "data/Scarlet & Violet/SVP Black Star Promos/068.ts", "data/Scarlet & Violet/SVP Black Star Promos/069.ts", "data/Scarlet & Violet/SVP Black Star Promos/070.ts", "data/Scarlet & Violet/SVP Black Star Promos/071.ts", "data/Scarlet & Violet/SVP Black Star Promos/072.ts", "data/Scarlet & Violet/SVP Black Star Promos/073.ts", "data/Scarlet & Violet/SVP Black Star Promos/074.ts", "data/Scarlet & Violet/SVP Black Star Promos/075.ts", "data/Scarlet & Violet/SVP Black Star Promos/076.ts", "data/Scarlet & Violet/SVP Black Star Promos/077.ts", "data/Scarlet & Violet/SVP Black Star Promos/078.ts", "data/Scarlet & Violet/SVP Black Star Promos/079.ts", "data/Scarlet & Violet/SVP Black Star Promos/080.ts", "data/Scarlet & Violet/SVP Black Star Promos/081.ts", "data/Scarlet & Violet/SVP Black Star Promos/082.ts", "data/Scarlet & Violet/SVP Black Star Promos/083.ts", "data/Scarlet & Violet/SVP Black Star Promos/084.ts", "data/Scarlet & Violet/SVP Black Star Promos/085.ts", "data/Scarlet & Violet/SVP Black Star Promos/086.ts", "data/Scarlet & Violet/SVP Black Star Promos/087.ts", "data/Scarlet & Violet/SVP Black Star Promos/088.ts", "data/Scarlet & Violet/SVP Black Star Promos/089.ts", "data/Scarlet & Violet/SVP Black Star Promos/090.ts", "data/Scarlet & Violet/SVP Black Star Promos/091.ts", "data/Scarlet & Violet/SVP Black Star Promos/092.ts", "data/Scarlet & Violet/SVP Black Star Promos/093.ts", "data/Scarlet & Violet/SVP Black Star Promos/094.ts", "data/Scarlet & Violet/SVP Black Star Promos/095.ts", "data/Scarlet & Violet/SVP Black Star Promos/096.ts", "data/Scarlet & Violet/SVP Black Star Promos/097.ts", "data/Scarlet & Violet/SVP Black Star Promos/098.ts", "data/Scarlet & Violet/SVP Black Star Promos/099.ts", "data/Scarlet & Violet/SVP Black Star Promos/100.ts", "data/Scarlet & Violet/SVP Black Star Promos/101.ts", "data/Scarlet & Violet/SVP Black Star Promos/102.ts", "data/Scarlet & Violet/SVP Black Star Promos/103.ts", "data/Scarlet & Violet/SVP Black Star Promos/104.ts", "data/Scarlet & Violet/SVP Black Star Promos/105.ts", "data/Scarlet & Violet/SVP Black Star Promos/106.ts", "data/Scarlet & Violet/SVP Black Star Promos/107.ts", "data/Scarlet & Violet/SVP Black Star Promos/108.ts", "data/Scarlet & Violet/SVP Black Star Promos/109.ts", "data/Scarlet & Violet/SVP Black Star Promos/110.ts", "data/Scarlet & Violet/SVP Black Star Promos/111.ts", "data/Scarlet & Violet/SVP Black Star Promos/112.ts", "data/Scarlet & Violet/SVP Black Star Promos/113.ts", "data/Scarlet & Violet/SVP Black Star Promos/114.ts", "data/Scarlet & Violet/SVP Black Star Promos/115.ts", "data/Scarlet & Violet/SVP Black Star Promos/116.ts", "data/Scarlet & Violet/SVP Black Star Promos/117.ts", "data/Scarlet & Violet/SVP Black Star Promos/118.ts", "data/Scarlet & Violet/SVP Black Star Promos/119.ts", "data/Scarlet & Violet/SVP Black Star Promos/120.ts", "data/Scarlet & Violet/SVP Black Star Promos/121.ts", "data/Scarlet & Violet/SVP Black Star Promos/122.ts", "data/Scarlet & Violet/SVP Black Star Promos/123.ts", "data/Scarlet & Violet/SVP Black Star Promos/124.ts", "data/Scarlet & Violet/SVP Black Star Promos/125.ts", "data/Scarlet & Violet/SVP Black Star Promos/126.ts", "data/Scarlet & Violet/SVP Black Star Promos/127.ts", "data/Scarlet & Violet/SVP Black Star Promos/128.ts", "data/Scarlet & Violet/SVP Black Star Promos/129.ts", "data/Scarlet & Violet/SVP Black Star Promos/130.ts", "data/Scarlet & Violet/SVP Black Star Promos/131.ts", "data/Scarlet & Violet/SVP Black Star Promos/132.ts", "data/Scarlet & Violet/SVP Black Star Promos/133.ts", "data/Scarlet & Violet/SVP Black Star Promos/134.ts", "data/Scarlet & Violet/SVP Black Star Promos/135.ts", "data/Scarlet & Violet/SVP Black Star Promos/136.ts", "data/Scarlet & Violet/SVP Black Star Promos/137.ts", "data/Scarlet & Violet/SVP Black Star Promos/138.ts", "data/Scarlet & Violet/SVP Black Star Promos/139.ts", "data/Scarlet & Violet/SVP Black Star Promos/140.ts", "data/Scarlet & Violet/SVP Black Star Promos/141.ts", "data/Scarlet & Violet/SVP Black Star Promos/142.ts", "data/Scarlet & Violet/SVP Black Star Promos/143.ts", "data/Scarlet & Violet/SVP Black Star Promos/144.ts", "data/Scarlet & Violet/SVP Black Star Promos/145.ts", "data/Scarlet & Violet/SVP Black Star Promos/146.ts", "data/Scarlet & Violet/SVP Black Star Promos/147.ts", "data/Scarlet & Violet/SVP Black Star Promos/148.ts", "data/Scarlet & Violet/SVP Black Star Promos/149.ts", "data/Scarlet & Violet/SVP Black Star Promos/150.ts", "data/Scarlet & Violet/SVP Black Star Promos/151.ts", "data/Scarlet & Violet/SVP Black Star Promos/152.ts", "data/Scarlet & Violet/SVP Black Star Promos/153.ts", "data/Scarlet & Violet/SVP Black Star Promos/154.ts", "data/Scarlet & Violet/SVP Black Star Promos/155.ts", "data/Scarlet & Violet/SVP Black Star Promos/156.ts", "data/Scarlet & Violet/SVP Black Star Promos/157.ts", "data/Scarlet & Violet/SVP Black Star Promos/158.ts", "data/Scarlet & Violet/SVP Black Star Promos/159.ts", "data/Scarlet & Violet/SVP Black Star Promos/160.ts", "data/Scarlet & Violet/SVP Black Star Promos/161.ts", "data/Scarlet & Violet/SVP Black Star Promos/162.ts", "data/Scarlet & Violet/SVP Black Star Promos/163.ts", "data/Scarlet & Violet/SVP Black Star Promos/164.ts", "data/Scarlet & Violet/SVP Black Star Promos/165.ts", "data/Scarlet & Violet/SVP Black Star Promos/166.ts", "data/Scarlet & Violet/SVP Black Star Promos/167.ts", "data/Scarlet & Violet/SVP Black Star Promos/168.ts", "data/Scarlet & Violet/SVP Black Star Promos/169.ts", "data/Scarlet & Violet/SVP Black Star Promos/170.ts", "data/Scarlet & Violet/SVP Black Star Promos/171.ts", "data/Scarlet & Violet/SVP Black Star Promos/172.ts", "data/Scarlet & Violet/SVP Black Star Promos/173.ts", "data/Scarlet & Violet/SVP Black Star Promos/174.ts", "data/Scarlet & Violet/SVP Black Star Promos/175.ts", "data/Scarlet & Violet/SVP Black Star Promos/176.ts", "data/Scarlet & Violet/SVP Black Star Promos/177.ts", "data/Scarlet & Violet/SVP Black Star Promos/178.ts", "data/Scarlet & Violet/SVP Black Star Promos/179.ts", "data/Scarlet & Violet/SVP Black Star Promos/180.ts", "data/Scarlet & Violet/SVP Black Star Promos/181.ts", "data/Scarlet & Violet/SVP Black Star Promos/182.ts", "data/Scarlet & Violet/SVP Black Star Promos/183.ts", "data/Scarlet & Violet/SVP Black Star Promos/184.ts", "data/Scarlet & Violet/SVP Black Star Promos/185.ts", "data/Scarlet & Violet/SVP Black Star Promos/186.ts", "data/Scarlet & Violet/SVP Black Star Promos/187.ts", "data/Scarlet & Violet/SVP Black Star Promos/188.ts", "data/Scarlet & Violet/SVP Black Star Promos/189.ts", "data/Scarlet & Violet/SVP Black Star Promos/190.ts", "data/Scarlet & Violet/SVP Black Star Promos/191.ts", "data/Scarlet & Violet/SVP Black Star Promos/192.ts", "data/Scarlet & Violet/SVP Black Star Promos/193.ts", "data/Scarlet & Violet/SVP Black Star Promos/194.ts", "data/Scarlet & Violet/SVP Black Star Promos/195.ts", "data/Scarlet & Violet/SVP Black Star Promos/196.ts", "data/Scarlet & Violet/SVP Black Star Promos/197.ts", "data/Scarlet & Violet/SVP Black Star Promos/198.ts", "data/Scarlet & Violet/SVP Black Star Promos/199.ts", "data/Scarlet & Violet/SVP Black Star Promos/200.ts", "data/Scarlet & Violet/SVP Black Star Promos/201.ts", "data/Scarlet & Violet/SVP Black Star Promos/202.ts", "data/Scarlet & Violet/SVP Black Star Promos/203.ts", "data/Scarlet & Violet/SVP Black Star Promos/204.ts", "data/Scarlet & Violet/SVP Black Star Promos/205.ts", "data/Scarlet & Violet/SVP Black Star Promos/206.ts", "data/Scarlet & Violet/SVP Black Star Promos/207.ts", "data/Scarlet & Violet/SVP Black Star Promos/208.ts", "data/Scarlet & Violet/SVP Black Star Promos/209.ts", "data/Scarlet & Violet/SVP Black Star Promos/210.ts", "data/Scarlet & Violet/SVP Black Star Promos/211.ts", "data/Scarlet & Violet/SVP Black Star Promos/212.ts", "data/Scarlet & Violet/SVP Black Star Promos/213.ts", "data/Scarlet & Violet/SVP Black Star Promos/214.ts", "data/Scarlet & Violet/SVP Black Star Promos/215.ts", "data/Scarlet & Violet/SVP Black Star Promos/216.ts", "data/Scarlet & Violet/SVP Black Star Promos/217.ts", "data/Scarlet & Violet/SVP Black Star Promos/218.ts", "data/Scarlet & Violet/SVP Black Star Promos/219.ts", "data/Scarlet & Violet/SVP Black Star Promos/220.ts", "data/Scarlet & Violet/SVP Black Star Promos/221.ts", "data/Scarlet & Violet/SVP Black Star Promos/222.ts", "data/Scarlet & Violet/SVP Black Star Promos/223.ts", "data/Scarlet & Violet/SVP Black Star Promos/224.ts", "data/Scarlet & Violet/SVP Black Star Promos/225.ts", "data/Scarlet & Violet/SVP Black Star Promos/UNNUMBERED-001.ts"]	sv	svp	pending	
Scarlet & Violet	Surging Sparks	pr/Scarlet-Violet-Surging-Sparks	4	4	["data/Scarlet & Violet/Surging Sparks/165.ts", "data/Scarlet & Violet/Surging Sparks/166.ts", "data/Scarlet & Violet/Surging Sparks/191.ts", "data/Scarlet & Violet/Surging Sparks/252.ts"]	sv	sv08	pending	
Scarlet & Violet	Temporal Forces	pr/Scarlet-Violet-Temporal-Forces	1	1	["data/Scarlet & Violet/Temporal Forces/161.ts"]	sv	sv05	pending	
Scarlet & Violet	Twilight Masquerade	pr/Scarlet-Violet-Twilight-Masquerade	5	5	["data/Scarlet & Violet/Twilight Masquerade/154.ts", "data/Scarlet & Violet/Twilight Masquerade/163.ts", "data/Scarlet & Violet/Twilight Masquerade/166.ts", "data/Scarlet & Violet/Twilight Masquerade/206.ts", "data/Scarlet & Violet/Twilight Masquerade/218.ts"]	sv	sv06	pending	
Scarlet & Violet	White Flare	pr/Scarlet-Violet-White-Flare	2	2	["data/Scarlet & Violet/White Flare/079.ts", "data/Scarlet & Violet/White Flare/086.ts"]	sv	sv10.5w	pending	
Sun & Moon	Celestial Storm	pr/Sun-Moon-Celestial-Storm	3	3	["data/Sun & Moon/Celestial Storm/128.ts", "data/Sun & Moon/Celestial Storm/148.ts", "data/Sun & Moon/Celestial Storm/166.ts"]	sm	sm7	pending	
Sun & Moon	Cosmic Eclipse	pr/Sun-Moon-Cosmic-Eclipse	22	22	["data/Sun & Moon/Cosmic Eclipse/186.ts", "data/Sun & Moon/Cosmic Eclipse/189.ts", "data/Sun & Moon/Cosmic Eclipse/190.ts", "data/Sun & Moon/Cosmic Eclipse/192.ts", "data/Sun & Moon/Cosmic Eclipse/193.ts", "data/Sun & Moon/Cosmic Eclipse/196.ts", "data/Sun & Moon/Cosmic Eclipse/197.ts", "data/Sun & Moon/Cosmic Eclipse/198.ts", "data/Sun & Moon/Cosmic Eclipse/199.ts", "data/Sun & Moon/Cosmic Eclipse/202.ts", "data/Sun & Moon/Cosmic Eclipse/204.ts", "data/Sun & Moon/Cosmic Eclipse/207.ts", "data/Sun & Moon/Cosmic Eclipse/209.ts", "data/Sun & Moon/Cosmic Eclipse/228.ts", "data/Sun & Moon/Cosmic Eclipse/229.ts", "data/Sun & Moon/Cosmic Eclipse/230.ts", "data/Sun & Moon/Cosmic Eclipse/231.ts", "data/Sun & Moon/Cosmic Eclipse/234.ts", "data/Sun & Moon/Cosmic Eclipse/236.ts", "data/Sun & Moon/Cosmic Eclipse/264.ts", "data/Sun & Moon/Cosmic Eclipse/267.ts", "data/Sun & Moon/Cosmic Eclipse/271.ts"]	sm	sm12	pending	
Sun & Moon	Crimson Invasion	pr/Sun-Moon-Crimson-Invasion	4	4	["data/Sun & Moon/Crimson Invasion/100.ts", "data/Sun & Moon/Crimson Invasion/122.ts", "data/Sun & Moon/Crimson Invasion/123.ts", "data/Sun & Moon/Crimson Invasion/91.ts"]	sm	sm4	pending	
Sun & Moon	Dragon Majesty	pr/Sun-Moon-Dragon-Majesty	7	7	["data/Sun & Moon/Dragon Majesty/58.ts", "data/Sun & Moon/Dragon Majesty/60.ts", "data/Sun & Moon/Dragon Majesty/61.ts", "data/Sun & Moon/Dragon Majesty/64.ts", "data/Sun & Moon/Dragon Majesty/69.ts", "data/Sun & Moon/Dragon Majesty/70.ts", "data/Sun & Moon/Dragon Majesty/76.ts"]	sm	sm7.5	pending	
Sun & Moon	Forbidden Light	pr/Sun-Moon-Forbidden-Light	9	9	["data/Sun & Moon/Forbidden Light/102.ts", "data/Sun & Moon/Forbidden Light/103.ts", "data/Sun & Moon/Forbidden Light/105.ts", "data/Sun & Moon/Forbidden Light/107.ts", "data/Sun & Moon/Forbidden Light/116.ts", "data/Sun & Moon/Forbidden Light/117.ts", "data/Sun & Moon/Forbidden Light/128.ts", "data/Sun & Moon/Forbidden Light/130.ts", "data/Sun & Moon/Forbidden Light/141.ts"]	sm	sm6	pending	
Sun & Moon	Hidden Fates	pr/Sun-Moon-Hidden-Fates	3	3	["data/Sun & Moon/Hidden Fates/52.ts", "data/Sun & Moon/Hidden Fates/56.ts", "data/Sun & Moon/Hidden Fates/60.ts"]	sm	sm115	pending	
Sun & Moon	Lost Thunder	pr/Sun-Moon-Lost-Thunder	12	12	["data/Sun & Moon/Lost Thunder/171.ts", "data/Sun & Moon/Lost Thunder/178.ts", "data/Sun & Moon/Lost Thunder/180.ts", "data/Sun & Moon/Lost Thunder/182.ts", "data/Sun & Moon/Lost Thunder/184.ts", "data/Sun & Moon/Lost Thunder/186.ts", "data/Sun & Moon/Lost Thunder/191.ts", "data/Sun & Moon/Lost Thunder/192.ts", "data/Sun & Moon/Lost Thunder/194.ts", "data/Sun & Moon/Lost Thunder/212.ts", "data/Sun & Moon/Lost Thunder/231.ts", "data/Sun & Moon/Lost Thunder/236.ts"]	sm	sm8	pending	
